id,size,E,avgD,approx.Treewidth,Nodeconnective,diameter,cluster,max_matching,mvc,maxcut,degree_assort,attr_assort
331,40,48,2.4,2,1,20,0.1319047619047619,16,27,44,-0.166666666666667,-0.0417551309271054
332,40,50,2.5,3,1,15,0.1283333333333333,18,29,41,0.1320432555492312,-0.0188261351052048
333,40,44,2.2,3,1,12,0.0208333333333333,18,28,38,0.0257330939557152,-0.0452488687782805
334,40,58,2.9,4,1,10,0.1166666666666666,16,27,48,0.1562302340290948,0.0741602926504822
335,40,55,2.75,3,1,10,0.2024999999999999,16,27,46,0.102817597627286,-0.0367769358713731
336,40,50,2.5,3,1,11,0.0286904761904761,15,24,43,-0.1363636363636365,-0.0542499450911486
337,40,52,2.6,4,1,16,0.1891666666666666,16,27,42,0.026163591297163,-0.0309789343246592
338,40,50,2.5,2,1,11,0.1725,17,28,43,-0.0410287813839562,-0.0633584404076207
339,40,54,2.7,3,1,10,0.1797619047619047,16,26,48,-0.051772931579824,-0.0485436893203883
340,40,68,3.4,4,1,7,0.180515873015873,17,28,54,0.1228132178830183,-0.0406899064739463
341,40,53,2.65,3,1,9,0.1009523809523809,17,27,44,0.3879039610981661,-0.0923503765358699
342,40,47,2.35,3,1,24,0.1025,16,27,40,0.1224794622852866,0.0127531882970742
343,40,59,2.95,4,1,12,0.2057738095238095,17,27,51,0.0544871794871795,-0.0264175257731959
344,40,53,2.65,3,1,13,0.1927380952380952,15,27,45,-0.1071535918244653,-0.0562719812426729
345,40,71,3.55,5,1,15,0.174047619047619,16,27,60,0.3730948765536248,-0.020340481980986
346,40,59,2.95,4,1,8,0.104563492063492,16,25,48,0.1527613361469968,-0.0659270998415213
347,40,49,2.45,3,1,29,0.1916666666666666,17,30,39,0.2245446401911015,-0.0612903225806451
348,40,74,3.7,6,1,9,0.2136489898989898,14,22,57,-0.0120617522569914,-0.0605095541401273
349,40,55,2.75,4,1,11,0.0732142857142857,14,25,49,-0.035010940919037,0.0095553105475928
350,40,67,3.35,5,1,7,0.1181547619047619,15,26,54,0.2064467766116941,-0.0043520309477756
351,40,60,3.0,5,1,8,0.1722619047619047,16,27,47,0.2644246991339562,-0.0591995130117181
352,40,49,2.45,2,1,13,0.2193452380952381,14,24,40,-0.1412522263323735,-0.0764302059496567
353,40,58,2.9,4,1,8,0.2171428571428571,16,26,47,-0.0528986921725556,0.0003314550878356
354,40,55,2.75,4,1,10,0.1175,16,28,46,0.0217391304347815,-0.0618519842688594
355,40,51,2.55,3,1,9,0.0744444444444444,16,27,41,0.0912604883567456,-0.0668089647812166
356,40,64,3.2,4,1,10,0.2445995670995671,15,26,48,0.1009297309900615,-0.0379781051493445
357,40,49,2.45,3,1,13,0.0516666666666666,16,25,44,-0.0760135135135139,0.0057643532395665
358,40,47,2.35,3,1,16,0.0858333333333333,15,26,40,0.2932330827067669,-0.0120180270405608
359,40,60,3.0,5,1,8,0.1885714285714285,16,29,49,0.1518131530424094,-0.038408987399423
360,40,52,2.6,4,1,8,0.0808333333333333,16,28,46,-0.2057478772044411,-0.0788381742738589
361,40,51,2.55,4,1,11,0.0349999999999999,18,29,47,0.1262282690854117,-0.0437007034747388
362,40,48,2.4,2,1,19,0.1858333333333333,15,25,40,-0.3591397849462379,0.006259027443428
363,40,54,2.7,3,1,13,0.2174999999999999,17,27,45,0.3068378178227596,-0.0439727065959059
364,40,59,2.95,4,1,9,0.2359523809523809,16,26,50,-0.0065775950668043,-0.0109471680152308
365,40,60,3.0,6,1,7,0.103095238095238,17,29,51,0.121861977843277,0.0398522849669179
366,40,42,2.1,2,1,23,0.0533333333333333,17,27,34,-0.0485956308515382,-0.0205607476635513
367,40,64,3.2,5,1,13,0.1460714285714285,15,28,52,0.2418032786885245,-0.0256688849653673
368,40,62,3.1,5,1,11,0.2207142857142857,16,28,48,0.2734374999999993,-0.0872578136048649
369,40,56,2.8,4,1,14,0.1508333333333333,15,25,45,0.1818056512749833,-0.0153417015341701
370,40,54,2.7,3,1,13,0.1124999999999999,16,27,48,-0.2187759623373025,-0.0196374622356495
371,40,56,2.8,4,1,11,0.2016941391941391,15,23,48,-0.1646736625179637,-0.0194293716086119
372,40,46,2.3,2,1,11,0.0833333333333333,17,29,39,-0.0658330268481068,-0.0491447189790931
373,40,51,2.55,4,1,16,0.125,18,28,41,0.1776266061980346,-0.0272765421737305
374,40,63,3.15,5,1,11,0.1232142857142857,16,29,50,0.1190295678544354,-0.0460772104607721
375,40,53,2.65,4,1,16,0.2031547619047619,15,25,43,0.2951588212782246,-0.0334261838440111
376,40,62,3.1,5,1,7,0.0667261904761904,16,27,54,-0.0049875311720696,-0.042016806722689
377,40,48,2.4,2,1,29,0.1916666666666666,18,29,39,0.2636363636363639,-0.0499286733238231
378,40,51,2.55,4,1,12,0.0648809523809523,16,29,45,-0.0234452612755812,-0.0050314465408805
379,40,51,2.55,4,1,12,0.1341666666666666,15,26,42,0.1562864927987537,-0.0090322580645161
380,40,52,2.6,4,1,11,0.0691666666666666,14,24,43,-0.1538461538461548,-0.0780487804878049
381,40,61,3.05,4,1,8,0.2055555555555555,16,27,54,-0.0066493380886166,-0.0473653049141503
382,40,49,2.45,3,1,11,0.12,17,28,42,-0.1745318352059929,0.0112359550561797
383,40,47,2.35,3,1,12,0.1358333333333333,13,24,41,-0.3150851581508536,-0.040503144654088
384,40,62,3.1,4,1,8,0.1968253968253968,14,24,48,-0.1088870354925414,-0.0461090909090909
385,40,58,2.9,4,1,9,0.1575270562770562,15,25,50,-0.1853601829977126,-0.0078688524590163
386,40,56,2.8,4,1,16,0.1683333333333333,17,26,46,0.4052543320290657,-0.0290037831021437
387,40,53,2.65,3,1,11,0.1028571428571428,16,26,44,0.1221362229102168,-0.0161125841321639
388,40,77,3.85,6,1,6,0.2798538961038961,14,26,60,-0.1054615062511218,-0.0509488641675236
389,40,52,2.6,3,1,11,0.0433333333333333,14,26,46,-0.0124610591900317,0.0509024538633137
390,40,53,2.65,3,1,9,0.22,18,29,43,0.1739401496259354,0.0357919715246193
391,40,50,2.5,2,1,20,0.1741666666666666,16,26,46,0.005681818181817,-0.0110087620759379
392,40,58,2.9,4,1,12,0.2308333333333333,16,27,45,0.0116014432417428,-0.0372297187449195
393,40,48,2.4,3,1,13,0.0666666666666666,16,26,40,-0.0828837665522319,-0.0676762896355891
394,40,54,2.7,3,1,20,0.1922619047619047,15,28,48,0.0246756550496061,0.022342064714946
395,40,52,2.6,4,1,11,0.07,17,26,46,0.0894725603245794,-0.0524185387573365
396,40,57,2.85,5,1,8,0.0908928571428571,16,27,48,-0.0953154875717014,-0.0266712850710079
397,40,74,3.7,6,1,10,0.2004365079365079,15,27,58,0.3338941701017917,-0.0420408163265306
398,40,53,2.65,4,1,9,0.1137499999999999,13,24,45,-0.2298580121703845,-0.0572511470177538
399,40,73,3.65,8,1,6,0.0862499999999999,15,27,60,0.1363612982871256,-0.0409175449473031
400,40,47,2.35,3,1,10,0.1133333333333333,15,27,41,-0.1499841118525589,-0.0335078534031413
401,40,50,2.5,3,1,11,0.1349999999999999,12,23,44,-0.3536379018612522,-0.0179770413688542
402,40,61,3.05,5,1,6,0.0997222222222222,17,27,50,0.0618786246893114,-0.0004472938720739
403,40,53,2.65,4,1,15,0.0799999999999999,16,25,42,0.0886996776060181,-0.0874951606658923
404,40,70,3.5,5,1,13,0.2531096681096682,16,27,55,0.2646371644658276,-0.0364464692482915
405,40,70,3.5,5,2,8,0.2251298701298701,16,28,55,0.2025781308551297,0.0094339622641509
406,40,52,2.6,3,1,14,0.2583333333333333,17,31,41,0.0479797979797982,-0.0179445350734094
407,40,64,3.2,5,1,11,0.2190277777777777,15,25,50,0.2659052247873633,-0.0438502673796791
408,40,60,3.0,3,1,11,0.2794047619047618,17,29,47,0.0078236130867716,-0.0079413561392791
409,40,64,3.2,5,1,9,0.1539880952380952,16,28,51,0.1022611619983185,0.0284953395472703
410,40,52,2.6,3,1,11,0.1658333333333333,15,21,45,-0.366845740598619,-0.050292870127247
411,40,66,3.3,5,1,9,0.1322077922077922,17,27,56,0.1736541069638537,-0.0408241129339946
412,40,47,2.35,3,1,18,0.1149999999999999,16,27,38,0.2345807345807324,-0.0478844692171269
413,40,53,2.65,4,1,10,0.0816666666666666,18,30,47,0.0566037735849064,-0.0533904910366328
414,40,82,4.1,8,1,16,0.3961580086580086,16,28,60,0.6693267679769085,-0.027027027027027
415,40,46,2.3,3,1,17,0.0583333333333333,16,28,43,-0.2695909314933469,-0.0216816499206768
416,40,45,2.25,2,1,15,0.0833333333333333,16,26,41,-0.1883802816901396,-0.0218978102189781
417,40,64,3.2,5,1,10,0.1945833333333333,17,27,49,0.2707692307692307,-0.0358185195011939
418,40,47,2.35,3,1,19,0.0241666666666666,14,26,43,0.1985383678440938,-0.0398230088495575
419,40,50,2.5,3,1,20,0.1758333333333333,13,23,43,0.0087719298245611,-0.0938525486764384
420,40,65,3.25,4,1,9,0.1892857142857143,16,27,50,0.1980689285235345,-0.0118733509234828
421,40,62,3.1,6,1,10,0.1011309523809524,17,29,50,0.2816887579774169,-0.0602898550724637
422,40,52,2.6,4,1,13,0.1260714285714285,16,27,43,0.1138716356107664,-0.0158730158730158
423,40,52,2.6,3,1,14,0.1392857142857143,16,26,43,0.217327459618208,-0.039787798408488
424,40,55,2.75,4,1,12,0.1966666666666666,17,28,47,0.1606548279689241,-0.0315599639314697
425,40,50,2.5,3,1,12,0.0495238095238095,18,29,44,-0.0153188457427866,-0.0776336045744447
426,40,51,2.55,4,1,11,0.0750595238095238,14,25,43,-0.2464096749811039,-0.0217391304347826
427,40,60,3.0,5,1,11,0.073095238095238,15,26,51,0.1954238559639911,0.0444104134762633
428,40,55,2.75,4,1,9,0.1951190476190476,16,23,47,0.0840840840840836,0.0138067061143984
429,40,62,3.1,5,1,9,0.1458928571428571,17,28,50,0.0489987217724748,-0.079954311821816
430,40,53,2.65,4,1,15,0.1380952380952381,15,25,46,-0.0182351025724516,-0.0089355089355089
431,40,67,3.35,4,1,8,0.3055555555555556,16,27,55,0.1898744051798115,-0.0579817419195657
432,40,59,2.95,3,1,14,0.1968055555555555,16,26,50,0.0558306422676707,-0.0806884572872256
433,40,49,2.45,2,1,18,0.2208333333333333,18,29,42,-0.551860649247823,-0.0786516853932584
434,40,63,3.15,5,1,7,0.0862698412698412,17,26,52,0.2817378800328667,-0.0676482844839561
435,40,54,2.7,3,1,12,0.1449999999999999,15,24,46,0.0204081632653063,-0.0533562822719449
436,40,50,2.5,3,1,12,0.0633333333333333,16,29,44,0.1365131578947367,0.0180406485498972
437,40,56,2.8,4,1,11,0.0758333333333333,15,23,48,0.0974842767295578,-0.0312717164697706
438,40,88,4.4,7,1,9,0.2890651015651016,15,26,66,0.152441274136023,-0.0532164992519769
439,40,46,2.3,3,1,13,0.0136904761904761,16,25,40,0.0445103857566767,0.0426638917793964
440,40,55,2.75,4,1,9,0.1570833333333333,17,29,46,-0.037735849056604,-0.0449397150164413
441,40,44,2.2,2,1,18,0.1566666666666666,15,24,38,-0.1727078891258003,-0.0559999999999999
442,40,54,2.7,4,1,10,0.0341666666666666,15,25,49,0.1681643132220795,-0.0814283015303231
443,40,63,3.15,4,1,11,0.2388095238095237,15,28,52,0.1040278468423668,0.0015565303523418
444,40,53,2.65,4,1,12,0.0766666666666666,16,28,45,0.006642941874259,-0.0831204558852426
445,40,78,3.9,5,1,8,0.2525198412698413,16,26,66,0.0026464037730904,-0.0158671925158213
446,40,61,3.05,4,1,8,0.1373214285714285,16,27,50,0.1990450611757684,0.0061849449389048
447,40,54,2.7,4,1,13,0.1878571428571428,14,25,44,0.2307300941236321,-0.0157389635316698
448,40,78,3.9,6,1,9,0.2331890331890332,14,28,62,0.2805407858902866,-0.0604549986404423
449,40,56,2.8,5,1,8,0.105,15,26,46,0.0367059460923753,0.0203498750446269
450,40,58,2.9,3,1,11,0.1544047619047619,16,26,48,0.0321310116086235,-0.0803259604190919
451,40,56,2.8,4,1,10,0.1070833333333333,16,25,51,0.0635710337202879,0.0135635018495684
452,40,60,3.0,4,1,7,0.1441865079365079,17,28,49,0.0625,-0.0123418215903764
453,40,60,3.0,5,1,8,0.1966666666666666,17,28,49,0.0835850956696874,-0.065686724850712
454,40,66,3.3,5,1,7,0.1685515873015873,15,27,54,0.1549018320309935,-0.0682270916334661
455,40,48,2.4,3,1,16,0.0966666666666666,15,26,41,0.0588235294117644,-0.0045184304399524
456,40,69,3.45,4,1,8,0.2379365079365079,15,25,55,0.0260808357722371,-0.0134251290877796
457,40,51,2.55,4,1,14,0.0976190476190476,14,27,42,0.1549295774647887,-0.0793650793650793
458,40,51,2.55,3,1,13,0.1108333333333333,18,28,43,-0.0366822429906536,-0.0539856600590468
459,40,44,2.2,2,1,21,0.0625,15,27,40,-0.1626016260162594,-0.046100318933024
460,40,49,2.45,3,1,13,0.1133928571428571,16,28,44,-0.1255015912550163,-0.0430356316520129
461,40,52,2.6,3,1,14,0.2125,17,27,45,0.0444576170717251,-0.0067971163748712
462,40,60,3.0,5,1,8,0.0924007936507936,17,29,52,0.1810805711051009,-0.0485972711942357
463,40,49,2.45,3,1,13,0.1166666666666666,17,29,42,0.1833333333333333,-0.0135601011261779
464,40,51,2.55,3,1,19,0.1466666666666666,16,26,43,-0.0259649122807024,-0.0120329322355921
465,40,53,2.65,3,1,11,0.1899999999999999,16,27,43,0.1160927008880227,-0.0643827525103366
466,40,68,3.4,5,1,7,0.2283730158730158,16,29,52,0.189599133261105,-0.0359438228993096
467,40,61,3.05,5,1,9,0.1543452380952381,16,27,48,0.2358111849390917,-0.0141461280443342
468,40,46,2.3,3,1,21,0.0641666666666666,15,26,40,-0.0645941278065608,0.0007947019867549
469,40,69,3.45,4,1,10,0.2774999999999999,15,26,54,0.2497378742573102,-0.0446023058111098
470,40,51,2.55,3,1,17,0.1633333333333333,18,29,45,0.4970781592403197,-0.0318229715489989
471,40,89,4.45,7,1,6,0.2761487123987124,17,28,67,0.1787801282392852,-0.0610456765297328
472,40,61,3.05,5,1,9,0.1041666666666666,16,29,55,-0.0632760267430761,-0.1066171003717472
473,40,49,2.45,3,1,18,0.0308333333333333,17,28,42,0.2598489487650537,-0.0401476695892939
474,40,47,2.35,4,1,9,0.0,17,27,42,-0.0663865546218478,-0.0705620203020549
475,40,53,2.65,3,1,10,0.0733333333333333,16,29,48,0.1808535178777395,0.0233287590668496
476,40,46,2.3,3,1,11,0.0533333333333333,16,27,41,0.0074404761904764,-0.0012956724540036
477,40,64,3.2,4,1,15,0.3157142857142857,14,23,51,0.1606367583212735,-0.020678470063522
478,40,85,4.25,7,1,14,0.2999909812409812,17,29,61,0.2470720605533684,-0.0384288254851929
479,40,71,3.55,5,1,10,0.1491468253968254,17,30,62,-0.032021857923498,-0.0374986569248952
480,40,54,2.7,4,1,16,0.0608333333333333,15,26,50,-0.1783366926649721,-0.0641421947449768
481,40,54,2.7,4,1,12,0.1408333333333333,15,27,46,0.0991884580703341,-0.0309278350515464
482,40,57,2.85,5,1,8,0.0782738095238095,15,25,48,0.0188077781319734,0.0475703324808184
483,40,53,2.65,4,1,22,0.2044047619047619,17,27,45,0.3146827794561937,-0.0893280632411067
484,40,71,3.55,5,1,10,0.2334956709956709,16,27,55,0.0781911013858493,-0.0710537822474858
485,40,48,2.4,3,1,22,0.1075,14,25,43,-0.1116071428571436,-0.0628158844765343
486,40,62,3.1,4,1,7,0.1624603174603174,15,28,50,-0.026164854973508,-0.0368480725623582
487,40,53,2.65,4,1,9,0.1316666666666666,16,28,45,0.0860147213459528,-0.0793029175641276
488,40,48,2.4,3,1,8,0.0733333333333333,14,24,40,-0.1335149863760217,-0.0579779587925251
489,40,47,2.35,3,1,11,0.0435714285714285,17,23,43,0.0049347341610945,0.0562248995983935
490,40,47,2.35,3,1,12,0.11,17,27,39,0.0745428973277065,-0.0769613947696139
491,40,55,2.75,4,1,11,0.1325,16,26,46,-0.0125523012552308,-0.0743353228431904
492,40,47,2.35,3,1,16,0.13,14,25,39,-0.0652765185856753,-0.1003735990037359
493,40,48,2.4,3,1,13,0.0308333333333333,16,28,42,-0.1956886227544913,-0.0491803278688524
494,40,59,2.95,4,1,13,0.1867857142857142,15,27,46,0.3343111813155816,-0.0822264389626818
495,40,60,3.0,4,1,9,0.0986111111111111,16,27,50,0.0286738351254479,-0.0426540284360189
496,40,49,2.45,3,1,15,0.1,17,29,44,-0.1209150326797381,-0.0252444848760518
497,40,71,3.55,5,1,9,0.1469246031746032,19,31,55,0.1635984848484847,-0.0356945518841861
498,40,50,2.5,3,1,14,0.1037499999999999,17,30,44,0.1243230786957023,-0.0118785745710514
499,40,56,2.8,5,1,11,0.1886904761904762,14,23,45,0.3121801432958032,0.0049751243781094
500,40,49,2.45,3,1,11,0.0908333333333333,17,26,44,0.0224063842848377,-0.0142594296228151
501,40,73,3.65,5,1,9,0.3180952380952381,15,27,57,0.1317515786892283,-0.0353530086557513
502,40,62,3.1,4,1,11,0.1828571428571428,17,30,51,0.423925667828107,-0.0400909866363378
503,40,45,2.25,3,1,16,0.1,16,28,38,0.0794649881982703,-0.037037037037037
504,40,49,2.45,3,1,17,0.1164285714285714,14,23,45,-0.0901867302344061,-0.0361842105263157
505,40,66,3.3,5,1,9,0.2320039682539683,16,25,55,-0.0919295671313281,-0.0493653032440056
506,40,51,2.55,3,1,11,0.0866666666666666,15,27,42,0.1448313985627418,-0.0736842105263157
507,40,59,2.95,6,1,15,0.2139880952380952,16,26,45,0.6475632836527097,-0.0020443465953766
508,40,58,2.9,4,1,10,0.2241666666666666,15,26,47,-0.066505175071571,0.0187427434068668
509,40,54,2.7,4,1,23,0.1772619047619047,17,28,46,0.2900355871886116,-0.0372881355932203
510,40,49,2.45,3,1,11,0.1266666666666666,16,26,42,-0.3048668503213952,-0.0206022187004754
511,40,58,2.9,4,1,8,0.2626984126984127,16,25,48,-0.2232415902140673,-0.0247014559136266
512,40,55,2.75,3,1,10,0.165595238095238,16,28,48,0.0051147704590813,0.0075784915193071
513,40,52,2.6,3,1,12,0.2326785714285714,16,27,44,0.0607898638630531,-0.0489913544668587
514,40,54,2.7,5,1,11,0.1383333333333333,15,25,46,-0.2884458244811254,-0.0507439908431896
515,40,62,3.1,5,1,8,0.1870833333333333,17,28,47,0.3274809545431613,-0.0087055801341515
516,40,46,2.3,2,1,15,0.1441666666666666,15,29,39,-0.1021106674272671,-0.0558163797600416
517,40,46,2.3,3,1,15,0.1441666666666666,15,27,39,-0.2165832737669772,-0.0334378265412748
518,40,57,2.85,3,1,9,0.2026190476190476,15,27,44,0.0579902611775113,-0.0410958904109589
519,40,61,3.05,4,1,7,0.1312499999999999,17,28,51,0.1449661567979533,0.0016366612111293
520,40,49,2.45,3,1,17,0.0999999999999999,14,26,41,-0.0986547085201785,-0.0189463955637707
521,40,73,3.65,7,1,6,0.2528463203463203,15,25,60,0.0157409199406484,-0.0789284614595094
522,40,55,2.75,3,1,12,0.1901388888888889,17,29,44,0.00147701397009,-0.0424640058319664
523,40,50,2.5,3,1,11,0.0958333333333333,18,30,41,-0.0322255790533731,-0.0939941951328421
524,40,50,2.5,3,1,12,0.1649999999999999,16,28,43,0.0379173740803618,-0.0496391865296304
525,40,59,2.95,3,1,9,0.2400541125541126,16,28,49,-0.025992380484208,-0.0560971711682915
526,40,42,2.1,2,1,31,0.0,17,27,39,-0.0294117647058799,-0.0892250694658845
527,40,61,3.05,5,1,9,0.0916468253968254,17,28,51,0.1597796143250691,-0.0070538796337986
528,40,55,2.75,5,1,9,0.0270238095238095,16,28,47,0.1239101274312538,-0.0663983903420523
529,40,53,2.65,4,1,15,0.1479761904761905,16,28,46,0.0809571496336898,-0.0580566306783458
530,40,55,2.75,4,1,17,0.101547619047619,16,27,48,0.0510424155283959,-0.0679611650485436
531,40,45,2.25,3,1,21,0.1011904761904761,17,25,38,-0.2068965517241376,-0.0361842105263158
532,40,44,2.2,2,1,18,0.0375,16,29,41,-0.2423529411764711,-0.0677200902934537
533,40,52,2.6,3,1,10,0.1066666666666666,16,28,44,0.0273722627737217,0.0335353535353535
534,40,57,2.85,4,1,10,0.1054761904761904,16,26,47,0.0548142921290654,-0.0356530682207747
535,40,64,3.2,4,1,8,0.1255952380952381,16,25,50,0.1722428748451053,-0.0266906375328446
536,40,52,2.6,3,1,11,0.0533333333333333,15,28,47,0.3014018691588785,-0.0158730158730158
537,40,69,3.45,5,1,12,0.2208928571428571,15,26,58,0.2122139629791574,-0.0752413071287358
538,40,55,2.75,4,1,10,0.1745238095238095,15,25,45,0.073307715045817,-0.0080645161290322
539,40,50,2.5,3,1,12,0.1802380952380952,17,25,44,0.138613861386138,-0.0663764961915125
540,40,55,2.75,4,1,12,0.1786904761904762,15,24,46,0.2620630231413094,-0.0724797645327446
541,40,44,2.2,3,1,15,0.0416666666666666,17,29,39,0.2870370370370363,-0.0411267605633803
542,40,48,2.4,3,1,17,0.1241666666666666,18,28,42,0.2274040445728442,-0.0605187319884726
543,40,80,4.0,5,1,7,0.2844001831501831,17,27,60,0.0148461041015972,-0.0796959084308533
544,40,70,3.5,6,1,13,0.3238690476190476,16,29,54,0.5122312824314299,-0.0768030319919741
545,40,53,2.65,3,1,13,0.1083333333333333,16,26,49,-0.3776758409785919,-0.0321324245374878
546,40,54,2.7,3,1,14,0.1019642857142857,16,29,45,0.2882845188284517,-0.0406629408363846
547,40,60,3.0,4,1,9,0.1769047619047619,16,28,51,0.1407089151450053,-0.013727560718057
548,40,52,2.6,3,1,11,0.1258333333333333,18,28,41,0.235190932397787,0.0087028595109821
549,40,51,2.55,3,1,17,0.0893055555555555,17,28,44,0.0423925667828108,-0.0634042553191489
550,40,52,2.6,3,1,11,0.1829365079365079,15,25,41,-0.2159433126660764,-0.0209727800089246
551,40,49,2.45,3,1,9,0.1225,15,23,42,-0.1631684157921042,0.0319849482596425
552,40,59,2.95,5,1,13,0.1347619047619047,18,27,48,0.3593484899898204,-0.0314017481385561
553,40,52,2.6,4,1,14,0.1001190476190476,15,26,41,0.2451499118165786,-0.034090909090909
554,40,48,2.4,2,1,11,0.185,16,26,42,-0.2740252608456904,-0.0284879474068663
555,40,51,2.55,3,1,18,0.1675,15,24,44,0.2506678539625991,-0.0995561192136969
556,40,54,2.7,4,1,11,0.1691666666666667,15,25,44,-0.0574594176758581,0.0037650602409638
557,40,70,3.5,5,1,8,0.1470833333333333,17,29,58,0.1592920353982298,-0.0015898251192368
558,40,71,3.55,4,1,8,0.2059199134199134,16,27,57,0.1543260802309993,-0.0150787445548977
559,40,46,2.3,3,1,22,0.045,14,23,40,0.1621129326047359,0.0358920618286612
560,40,44,2.2,3,1,15,0.0316666666666666,16,27,40,-0.2690564482900699,-0.0639929224417576
561,40,45,2.25,3,1,15,0.0841666666666666,16,27,38,0.188481675392668,0.0259185417260039
562,40,52,2.6,3,1,14,0.1391666666666666,16,25,45,-0.0082508250825092,-0.0224719101123595
563,40,65,3.25,4,1,9,0.2461255411255412,15,25,53,-0.0019956038870893,-0.0080168221842555
564,40,51,2.55,3,1,15,0.144345238095238,14,27,44,0.1151327128576352,-0.0366292610628837
565,40,61,3.05,5,1,11,0.2484523809523809,16,26,49,0.1510265950117129,-0.0856711915535445
566,40,56,2.8,4,1,11,0.2444444444444444,14,24,45,-0.0066793106291742,-0.0244503078276165
567,40,53,2.65,4,1,13,0.0716666666666666,15,26,44,-0.0290393381732227,-0.0606363818290974
568,40,63,3.15,5,1,7,0.0741666666666666,17,28,47,0.114523685580427,-0.0272212242641978
569,40,52,2.6,3,1,21,0.1138095238095238,18,29,44,0.2530386740331492,-0.0076705692369802
570,40,59,2.95,5,1,9,0.1423214285714285,15,25,48,0.230873343781165,-0.0784030784030784
571,40,50,2.5,4,1,19,0.0889285714285714,16,28,40,0.2232688811766645,0.0336042169997803
572,40,50,2.5,3,1,15,0.075,15,24,45,0.058054594386773,-0.0451412052479431
573,40,51,2.55,3,1,13,0.2208333333333333,18,30,42,-0.1657142857142858,-0.029860365198711
574,40,55,2.75,4,1,9,0.085,16,28,48,0.0078843626806824,0.023849140321686
575,40,53,2.65,3,1,10,0.1202380952380952,16,25,43,-0.1609987745098035,-0.029126213592233
576,40,44,2.2,2,1,24,0.1649999999999999,18,28,39,-0.1358695652173922,-0.0152869916354196
577,40,46,2.3,2,1,16,0.0891666666666666,16,26,41,-0.2283609576427252,-0.0310138128746416
578,40,73,3.65,6,1,8,0.1903102453102453,16,28,55,0.1753803706739705,-0.0879513014273719
579,40,62,3.1,5,1,10,0.2484523809523809,15,24,50,-0.0384029774995777,-0.0523851331577407
580,40,51,2.55,4,1,12,0.0983333333333333,17,31,43,0.0397489539748944,-0.0283140283140283
581,40,57,2.85,3,1,9,0.1958333333333333,17,28,48,-0.2132228291580325,-0.0589427461577436
582,40,48,2.4,2,1,19,0.1599999999999999,16,25,41,-0.0208667736757621,-0.1000238720458343
583,40,51,2.55,3,1,14,0.1866666666666667,15,27,45,-0.0490976130409454,-0.0401529636711281
584,40,59,2.95,6,1,9,0.0283333333333333,15,27,50,-0.1378096846846841,-0.0440827934902828
585,40,48,2.4,3,1,16,0.085,15,27,44,0.076923076923077,-0.0329985652797704
586,40,53,2.65,4,1,11,0.0983333333333333,17,29,42,0.0544719314938168,-0.0231660231660231
587,40,50,2.5,3,1,16,0.1341666666666666,16,29,41,-0.1431540659911667,-0.0764745458623009
588,40,51,2.55,4,1,11,0.0416666666666666,14,26,47,0.0731766416282999,-0.059796437659033
589,40,56,2.8,3,1,15,0.1178571428571428,15,27,46,0.1085699434734581,-0.0021052631578947
590,40,50,2.5,4,1,9,0.1058333333333333,18,27,41,0.1443683883011831,-0.0821554770318021
591,40,56,2.8,4,1,11,0.195,16,27,50,0.0715818217281069,0.0114226375908618
592,40,59,2.95,4,1,16,0.1713095238095238,16,28,50,0.0029498525073747,-0.0208266581223966
593,40,55,2.75,3,1,12,0.0208333333333333,16,27,49,-0.170710940825882,-0.0503121557106132
594,40,65,3.25,3,1,9,0.2309541847041846,16,27,50,0.0099619871542795,-0.0019595035924232
595,40,53,2.65,3,1,16,0.1172619047619047,16,25,45,0.1633272616879179,-0.0493012422360248
596,40,46,2.3,3,1,13,0.0133333333333333,15,26,42,-0.0879848628192996,-0.0211667527103768
597,40,48,2.4,3,1,12,0.0875,17,29,41,0.0305113880532868,-0.0654073199527745
598,40,47,2.35,3,1,11,0.0583333333333333,18,29,42,-0.1325301204819284,-0.0209648901237686
599,40,60,3.0,3,1,8,0.2917424242424242,13,24,48,-0.3488474204171241,-0.0038729666924864
600,40,57,2.85,5,1,16,0.1991666666666666,17,30,51,0.560975609756097,0.0036974789915966
601,40,57,2.85,4,1,9,0.0805952380952381,17,28,48,0.1508146191105234,-0.0541095890410959
602,40,63,3.15,5,1,10,0.2404761904761904,17,28,48,0.2283755274261606,-0.0180014174344436
603,40,53,2.65,3,1,14,0.2685714285714285,16,26,44,-0.1397849462365587,0.0491419656786271
604,40,45,2.25,3,1,13,0.0691666666666666,16,27,42,-0.0755975541967761,-0.0652353426919901
605,40,55,2.75,3,1,8,0.1475,16,27,46,0.0264633718892392,-0.0790190735694822
606,40,50,2.5,3,1,11,0.0399999999999999,17,26,45,0.1419081011256677,-0.0582010582010581
607,40,47,2.35,3,1,11,0.0,14,25,42,-0.1848739495798328,-0.0077287459486412
608,40,56,2.8,3,1,9,0.0693452380952381,15,26,52,-0.175111834078894,-0.0061652281134402
609,40,50,2.5,3,1,11,0.1633333333333333,17,28,43,-0.1247443762781188,-0.0432514670723755
610,40,49,2.45,3,1,15,0.11,18,30,41,0.3174129353233839,-0.0231502496595551
611,40,47,2.35,3,1,10,0.1416666666666667,15,26,39,-0.2766783081102037,-0.0527625684420109
